gene	gene_pval_positive	ngrna_lfc_positive	fdr_gene_positive	gene_lfc_positive	gene_pval_negative	ngrna_lfc_negative	fdr_gene_negative	gene_lfc_negative
oppD	0.0008507810422557213	14.0	0.008602586549026115	0.4129742657948826	0.7392840951493435	5.0	0.9076000372884027	
oppF	0.9580408479393029	7.0	0.9994630414401307		6.690798518394368e-14	16.0	2.41220893952639e-13	-1.0749554204528926
orn	0.7618117627196928	2.0	0.9994630414401307		4.151911651333319e-64	10.0	8.636410989920042e-63	-4.892171842519572
osmB					0.9622631581334077	2.0	0.9995334312006408	
osmC	0.8145954408764953	3.0	0.9994630414401307					
osmE	0.31168093813985376	6.0	0.6680344324875613					
osmF	0.8975097038472597	8.0	0.9994630414401307		2.681548676972434e-18	11.0	1.1903679210739084e-17	-2.3064077557748113
osmY	0.004356467067559066	7.0	0.030691860947081293	0.5371841439840521	0.9823838580312331	8.0	0.9995334312006408	
otsA	0.004697504613873831	15.0	0.03250773139707369	0.4141875848755944	4.504647933915268e-46	12.0	5.456392146782122e-45	-1.6788035582877106
otsB	0.7714762942432201	3.0	0.9994630414401307		0.4187015492240863	6.0	0.559724513818067	
oxc	0.44404630190508765	17.0	0.8380622419417587	0.4413743163492125	4.582542416245076e-25	15.0	2.6271920663407916e-24	-1.6273159706454954
oxyR	4.321412393844489e-05	9.0	0.0007993588897239356	0.4545595576612078	3.6836674918413633e-50	13.0	4.92768045289082e-49	-5.4247717136505464
oxyS	0.6614135165458764	2.0	0.9994630414401307					
paaA	0.09201236385799794	10.0	0.2799097865454138	0.571900496983879	0.0034248583503322023	7.0	0.0062647155736048985	-2.7952813316256133
paaB	0.9448473887184571	4.0	0.9994630414401307		0.0693518727336162	2.0	0.10805293740025772	-2.297998020043113
paaC	0.008855755721826335	11.0	0.05260885020135188	0.3749736606216249	0.8848847094508762	7.0	0.9995334312006408	
paaD	0.07768919770298721	9.0	0.24833819708006474	0.4693717329098227	0.0013546193783993798	7.0	0.002604986829806745	-2.2782529154809055
paaE	0.1363398127090445	7.0	0.3677500269546653	0.5087135376615131	5.78545664870394e-30	17.0	3.976750737941307e-29	-1.8827403631125705
paaF	0.0003028135147747075	11.0	0.00380026092657776	0.40928949392795544	0.028650462835863304	2.0	0.04699764196816057	-1.446538163890503
paaG	0.1459452333527507	10.0	0.38824741391431605	0.5388535958103235	4.4857758784540485e-12	8.0	1.4680385144232237e-11	-1.6507765615716676
paaH	7.340127031585977e-07	21.0	3.581064475535009e-05	0.4863655580995802	3.0273681496590625e-05	14.0	6.696956380064285e-05	-1.6796384458284082
paaI	0.006224824716227168	7.0	0.04022432262820304	0.4285103078627217	0.7992283115952409	2.0	0.9574089685525442	
paaJ	0.0008672413962096671	18.0	0.008701396322381313	0.5025716161308207	1.5933347479654576e-11	16.0	5.072370956463752e-11	-3.6288254783304206
paaK	0.9230655487187577	18.0	0.9994630414401307		2.386131488641197e-49	13.0	3.1082296407775326e-48	-2.69560059237323
paaX	0.32860398390236784	7.0	0.6902805969703669		0.03539225752720324	13.0	0.05753414040735617	-1.0438113535214635
paaY	0.11927558246343656	9.0	0.335639941135395	0.41005299651083577	2.0634138944361737e-15	3.0	7.943743607165618e-15	-2.8626133106314238
paaZ	0.03765312016840652	26.0	0.1505739016570601	0.4069274421812887	1.3824925151413241e-12	24.0	4.639056387378784e-12	-1.1458843082451677
pabA	0.3465370601796196	10.0	0.717466860299223	0.35937610640092416	0.9531875686866167	4.0	0.9995334312006408	
pabB	0.9217799776507122	14.0	0.9994630414401307		0.004950688759666922	15.0	0.00890406810419044	-1.5107936511305584
pabC	0.5160858912978599	13.0	0.9129228919134229		0.0533569983618782	6.0	0.08465948661810786	-0.5601407259491901
pagP	0.13617738247334787	3.0	0.3675659224021278	0.3120525238006789	0.9003671005550213	9.0	0.9995334312006408	
pal	0.9700794357164051	3.0	0.9994630414401307		0.8341543586323591	5.0	0.9856652903189668	
panB	0.12515239383675683	13.0	0.34472109607964846	0.3679799760378538	0.06142974048713009	11.0	0.09665756790311598	-1.134082162166323
panC	0.11506991517244303	9.0	0.327345392797409	0.5895230169892711	7.800079969706365e-47	5.0	9.684286787388558e-46	-3.687629569837568
panD	0.06275105488496771	7.0	0.21674103293453895	0.4381940089803174	0.4980016081964106	2.0	0.6499869873076016	
panE	0.6944770698487377	11.0	0.9994630414401307		0.00041632703833166686	13.0	0.0008353875370160163	-1.9340379450569518
panF	0.01842316546115236	15.0	0.08972022016647051	0.38545574422459983	5.8613050495533564e-21	16.0	2.914513762437483e-20	-0.9213141002033938
panZ	0.40853595795262654	9.0	0.7944772515640764		0.025753721975381366	7.0	0.042597642551286494	-1.9185527055844387
paoA	0.9620505851283369	8.0	0.9994630414401307		7.619437009528408e-08	8.0	1.9942044294371782e-07	-1.5527617091774684
paoB	5.225596433338652e-05	15.0	0.0009031628497257288	0.6313241578971451	0.002867353121194902	5.0	0.005271630703612839	-4.2378700700343055
paoC	0.10889257197691718	37.0	0.3150538980177226	0.4245007098554009	1.9580061264963523e-08	37.0	5.3354995477160545e-08	-1.2199344870840871
paoD	0.00022610784207573748	20.0	0.0029915217207511975	0.37047189094363947	1.2275606552049696e-13	12.0	4.3662475229448025e-13	-7.111079199164354
parC	0.9043383690166432	14.0	0.9994630414401307		1.8040432158602238e-35	29.0	1.554764359351989e-34	-3.785840430804325
parE	0.00029039110634709837	16.0	0.0037160540592548357	0.5101413999337763	1.365424374957622e-129	22.0	1.8082770139022107e-127	-3.866657246880488
patA	0.10514769625673795	12.0	0.3062622824552599	0.4644578269922747	1.642231053495688e-09	18.0	4.738259967711233e-09	-1.9596975820153433
patD	0.05671470277777039	21.0	0.20151208321175285	0.3568691092972185	0.34749116687805404	11.0	0.47524351325525255	-0.7910806740708037
pbpC	0.04988019911658685	33.0	0.18363067998815416	0.4242569085111454	9.061370137646577e-35	26.0	7.5951104550358345e-34	-1.7858404430745407
pbpG	0.9994630414401307	10.0	0.9994630414401307		4.418410373325595e-57	8.0	7.344913980427861e-56	-3.5167116498434194
pck	0.0067009482820644395	10.0	0.042526505926662614	0.4253777727913122	8.781289562575168e-07	23.0	2.144318588328896e-06	-4.12848681109525
pcm	0.9759192135496251	7.0	0.9994630414401307		0.01479632013898009	6.0	0.02511139680143866	-1.1056176103458397
pcnB	0.9359057125126049	3.0	0.9994630414401307		1.2010469730999259e-95	27.0	7.017293564891185e-94	-1.9606740233112052
pdhR	0.978594215045758	3.0	0.9994630414401307		4.448480137642778e-38	9.0	4.081711682876387e-37	-1.889123063342508
pdxA	9.859819819802264e-05	11.0	0.001524312924175472	0.621964660126329	3.0532444185395094e-29	13.0	2.028518407166801e-28	-5.547964879008184
pdxB	0.28346455920611685	9.0	0.6257704607361279	0.4261714353768854	3.3861681247107547e-19	17.0	1.5588929269381029e-18	-4.062347038611823
pdxH	0.9828637545203187	2.0	0.9994630414401307		3.1649101812818133e-25	15.0	1.822346108729369e-24	-2.289611653277835
pdxJ	0.8325651711150032	3.0	0.9994630414401307		4.7087239505090787e-23	15.0	2.491046638531634e-22	-3.9703463694289334
pdxK	0.00839693116629984	9.0	0.05042034206472042	0.5002960469016536	3.2108204279615615e-12	9.0	1.0568839735121196e-11	-1.3437785708632712
pdxY	0.7766196744336156	8.0	0.9994630414401307		2.4071640920053056e-11	11.0	7.584189482582934e-11	-1.5220031040304833
pepA	0.9886274924783107	4.0	0.9994630414401307		3.8305712240469933e-39	21.0	3.6445874427115915e-38	-2.509664615325475
pepB	0.9453474389880835	10.0	0.9994630414401307		0.20720838786581006	12.0	0.29773559674172273	-0.6895391216107659
pepD	0.9002962367002131	7.0	0.9994630414401307		3.120464034797475e-08	26.0	8.393773602065247e-08	-0.8973569673796377
pepE	0.20885222424998406	10.0	0.5075655238154968	0.3859172418133375	0.00022952806127730062	6.0	0.0004727397550309566	-0.9234325485652001
pepN	0.03739390812396323	19.0	0.149998379658611	0.32043619308823285	1.1418981066028065e-11	28.0	3.670518752049312e-11	-1.9505387693584753
pepP	0.004547090922770465	8.0	0.031748293151293606	0.42273901314513895	6.225146041715931e-23	20.0	3.2671737415769344e-22	-2.4405572376812574
pepQ	0.4330713201328523	19.0	0.8244416447969136	0.4079030638404727	3.096999893390907e-06	13.0	7.250666220649425e-06	-2.010345036689334
pepT	0.9747855348653516	9.0	0.9994630414401307		7.774185383985305e-15	9.0	2.911106364804299e-14	-1.7704988149784435
perR	0.16396649248508138	11.0	0.425223402105829	0.5118346297655982	0.8508229559421283	10.0	0.9962627774706974	
pfkA	0.7457394001766771	6.0	0.9994630414401307		1.807861488758057e-09	13.0	5.197274743007062e-09	-1.5484561314025034
pfkB	0.9222737423937983	14.0	0.9994630414401307		0.019354075087340446	6.0	0.03255450479339694	-5.741436421619508
pflA	0.9787116872637525	8.0	0.9994630414401307		0.4622566233335986	5.0	0.6085306708099362	
pflB	0.01752710413610468	32.0	0.08725546867757215	0.34988816620002106	2.666670220461203e-20	23.0	1.2983677433691619e-19	-2.7604361790028515
pflC	0.4839772771956681	7.0	0.8856424004277992		2.851388272527236e-13	8.0	9.904745673856596e-13	-1.3289827584458611
pflD	0.6369120732505904	23.0	0.9994630414401307	0.5517374713329983	0.21292680956115456	16.0	0.3052898644483822	-1.3864572542226794
pgaA	0.43615386889709595	19.0	0.8283739904162363	0.5743281746665557	0.005035657497115693	22.0	0.009048696171886318	-2.067654185721548
pgaB	0.0005049671135507623	17.0	0.005665272959350114	0.3999456864708328	0.009967794816588549	13.0	0.01726816700894489	-0.8991414489927488
pgaC	0.28953283290279247	20.0	0.6348576667525837	0.33728023472540275	0.8013485924381817	9.0	0.9586906085756208	
pgaD	0.3381943840989788	3.0	0.7058677439242322		0.9931254744983069	5.0	0.9995334312006408	
pgi	0.18062773562947254	7.0	0.45490622816192267	0.44588684919362304	1.9134520311215947e-05	21.0	4.282898546279491e-05	-0.7851031207589454
pgk	0.5612465324594319	2.0	0.9549443879882163		1.0348588655486577e-27	18.0	6.495251615836994e-27	-3.6991296262539906
pgl	0.0020274826209914607	10.0	0.016944892226401866	0.5540135923615618	3.816141598138036e-08	17.0	1.0216664804179528e-07	-1.508762607160072
pgm	0.15011848399391683	9.0	0.39615445776082314	0.38558851102968694	2.162470168503358e-12	18.0	7.1775221215236764e-12	-2.171107601874612
pgpA	0.01673108065740624	9.0	0.08447788849399294	0.4224183679567117	0.9240873643112952	4.0	0.9995334312006408	
pgpB	0.03778501692913769	7.0	0.15063832591871748	0.4544771780513161	3.6774613835129337e-09	7.0	1.0398970873093868e-08	-2.577965505665104
pgpC	0.0003398862060370255	8.0	0.004158545022453011	0.4632037973487093	0.23570383058411404	8.0	0.33492536441726933	-0.8037540720637261
pgrR	0.965501192625162	6.0	0.9994630414401307		7.583885418014953e-05	9.0	0.00016313360457917385	-0.9772768515339854
pgsA	0.48914932765530317	3.0	0.8905022543005592		4.448676031401419e-56	5.0	7.09822886456138e-55	-3.026687615322764
pheA	0.813482837478156	16.0	0.9994630414401307		0.2820111736566816	6.0	0.3950741865084612	
pheM								-7.4920367686419445
pheP	0.005382614694397901	16.0	0.03622128474523277	0.526198643991212	2.430724501963018e-13	8.0	8.486176139102875e-13	-3.434004231268818
pheS	0.6778663162294998	4.0	0.9994630414401307		8.431361310843124e-35	16.0	7.0819869953445525e-34	-6.336692092186116
pheT	0.8767622748238662	9.0	0.9994630414401307		7.75364040399433e-104	36.0	5.600947877285358e-102	-5.882444195877807
pheU					3.8283812350311713e-20	2.0	1.8548973959486394e-19	-3.9051775700050286
pheV					3.8283812350311713e-20	2.0	1.8548973959486394e-19	-3.9051775700050286
phnC	0.0380692607212558	8.0	0.1513078661864169	0.49453223920243433	0.2707405279345688	6.0	0.3805300694211501	
phnD	0.0005051281039850986	12.0	0.005665272959350114	0.4316828085788837	1.0582268606158354e-18	14.0	4.777653769575811e-18	-3.2135333592365765
phnE_1	0.05520071019112362	11.0	0.198020757906196	0.4639025381210479	1.3065982650190213e-08	6.0	3.602439213685338e-08	-2.0654943523826503
phnF	0.0006562523635598327	4.0	0.006998232172060183	0.4571248288060393	0.09368333863877372	4.0	0.1433207179098375	-0.5926308029765635
phnG	0.4059719939891865	4.0	0.7918584170613667		3.211399956113048e-08	8.0	8.63253858297506e-08	-1.0182231051302528
phnH	0.06704523560146552	11.0	0.225778735593201	0.41734410054738424	0.25566518029476587	6.0	0.36109412062250434	-2.0828602280828377
phnI	0.036581706343357216	13.0	0.148212488703239	0.3536936697189928	2.1735578057563348e-23	14.0	1.1717157615020243e-22	-4.181641031591512
phnJ	0.00019846060537498478	9.0	0.002698925933026361	0.38922210576154875	0.4402074445322167	10.0	0.5844503939088055	
phnK	0.7915406141834403	11.0	0.9994630414401307		1.1543009794808514e-14	10.0	4.27802032787073e-14	-1.5357859905359528
phnL	0.000398893399635781	5.0	0.00470356779087146	0.3770426729124318	0.04338710938329989	10.0	0.06964726690094969	-0.8343661748884248
phnM	0.06197012000853919	15.0	0.21499500301629196	0.362410173447884	2.849881423609614e-09	6.0	8.099126535050785e-09	-1.9488549935158548
phnN	0.2160857544333047	13.0	0.5193243223849681	0.6057440830111154	3.356802692048772e-11	3.0	1.049297961881178e-10	-2.2338188902617286
phnO	0.2653969719880457	8.0	0.5984080772208794	0.30065928553555865	0.9390573855059933	4.0	0.9995334312006408	
phnP	0.012821298163142578	7.0	0.06859637885313159	0.542094317918608	1.2120230412752963e-27	13.0	7.583255973207484e-27	-2.045377264960893
phoA	0.953244518499279	17.0	0.9994630414401307		1.5900825273335805e-23	11.0	8.642131164290445e-23	-3.1526559992523175
phoB	0.7122828976196343	11.0	0.9994630414401307		0.36663099270452404	8.0	0.4964638493575576	
phoE	0.03083296561100387	11.0	0.13041400601685563	0.3955791400489217	0.005890792445530028	8.0	0.010490416130027254	-3.0038855968636082
phoH	0.018043935764436626	9.0	0.08854726527469642	0.4269596338111923	0.01572967113041828	11.0	0.026627176566319487	-0.7248129244390117
phoP	0.6946731811832597	3.0	0.9994630414401307		0.4648272114251083	5.0	0.6109874648025727	
phoQ	0.9605781452541761	12.0	0.9994630414401307		1.0928071865081371e-05	9.0	2.4795676481992167e-05	-1.4294368953102994
phoR	0.07819971118154644	18.0	0.2496947322876695	0.3715617776081855	1.5254931976778906e-59	17.0	2.780176364391862e-58	-4.296443938079091
phoU	0.8613044610136307	3.0	0.9994630414401307		2.861780813778002e-50	12.0	3.841167288222973e-49	-1.9803524298782413
php	0.0037851753377459614	13.0	0.027665804013525256	0.44464573289539433	0.646704442180212	7.0	0.8146343528161009	
phr	0.6070204928962017	21.0	0.9994630414401307	0.40778457396434264	1.2525357329603952e-15	18.0	4.902782726159261e-15	-1.8867680469448904
pinE					0.005499817222986963	6.0	0.009829407929341972	-1.1186842686130978
pinQ	6.180299134053496e-09	9.0	9.138318022993475e-07	0.7807111045938173	0.9996001887857918	5.0	0.9996001887857918	
pinR	5.493599232156002e-09	8.0	9.138318022993475e-07	0.7807111045938173	0.9996001887857918	6.0	0.9996001887857918	
pitA	0.07755547275037913	4.0	0.24824620482498547	0.37545626709783536	3.3475154345203583e-40	34.0	3.3416278445601464e-39	-1.5525611924714868
pitB	0.03677251937388923	17.0	0.1485430188004261	0.3136584711323682	4.5824957822534864e-32	26.0	3.384062405742212e-31	-1.2954963145112015
pka	0.2833107817591984	33.0	0.6257704607361279	0.44672323789466395	3.9547144395108214e-38	20.0	3.6370556639297435e-37	-1.5848353020278
plaP	0.03239681995881025	12.0	0.13509058578978247	0.3996910840957151	2.2470287045276614e-09	12.0	6.427246251323541e-09	-2.5898088350998747
pldA	0.04529270291876594	14.0	0.17331119558033675	0.5302868998537263	1.1160310446260434e-24	9.0	6.316226980483291e-24	-5.83335679139136
pldB	0.06831009517008393	15.0	0.22826566904866236	0.3392121953225158	0.9399374955375391	5.0	0.9995334312006408	
pliG	0.9010383639547238	6.0	0.9994630414401307		0.9805029101597577	2.0	0.9995334312006408	
plsB	1.2300223096875828e-05	28.0	0.0002909561863460991	0.5372900461623327	2.619589832589805e-45	29.0	3.088317627560622e-44	-5.102395735982684
plsC	0.008586494427117678	4.0	0.05124325343889954	0.6545212943534865	5.91753158235796e-68	7.0	1.4786385519942248e-66	-4.478664568994249
plsX	6.321665042808706e-09	9.0	9.138318022993475e-07	0.47595419776598297	3.189939509587292e-07	10.0	8.072375587000197e-07	-5.438797111722421
pmbA	0.6837085600285558	16.0	0.9994630414401307		0.7247285529126404	14.0	0.8933746635811108	
pmrD	0.9610689357198366	3.0	0.9994630414401307		0.8215135809304225	3.0	0.9757469228808875	
pncA	0.4141140573806188	8.0	0.7997462473807794		9.128380510509166e-16	6.0	3.594356369499793e-15	-3.8673232327955076
pncB	0.9829547621984336	9.0	0.9994630414401307		8.463116402114417e-126	12.0	9.889400431058995e-124	-2.796986253725594
pncC	0.0002031389563970704	8.0	0.0027403406588704443	0.39627478160182317	1.5158776324650312e-06	4.0	3.617166266536678e-06	-1.0447471281356886
pnp	0.25675253733537207	4.0	0.5856839001870001		7.419914412010899e-101	44.0	4.832675403101525e-99	-4.314708355751179
pntA	0.6825334130776126	9.0	0.9994630414401307		5.1060003388747874e-46	12.0	6.165999801322046e-45	-2.7661492261804104
pntB	0.027823749209399957	13.0	0.12174449906310317	0.5287798341310156	1.7212767387850555e-21	11.0	8.67846761826526e-21	-2.4856158361675904
pnuC	0.10311543247186122	8.0	0.30270648296412567	0.49201429542022995	0.825865363754855	4.0	0.979208903742871	
polA	0.9807015480558245	17.0	0.9994630414401307		3.2190507265757824e-94	33.0	1.8535200777805195e-92	-2.260186727650642
polB	0.009206890865052351	38.0	0.05436383516838022	0.45110801570097125	0.002181247436817064	11.0	0.004093573956766271	-1.1992384676506482
potA	0.23383278673752284	7.0	0.5471518984631605	0.2957740806156398	5.131855354005408e-34	13.0	4.1525175807461274e-33	-2.0154779848159645
potB	0.5690536559238718	4.0	0.9631467558850267		1.761338245543938e-16	12.0	7.20679387182911e-16	-1.8364535807327638
potC					7.125111499054027e-27	17.0	4.375280986977071e-26	-1.7607881845922915
potD	0.000979388099850905	4.0	0.009558202055965938	0.5006747595554066	1.3497290122996387e-17	19.0	5.809830298880243e-17	-1.2981885301773337
potE	0.004719817699199935	8.0	0.032604333592880265	0.4096866126027191	1.7376419053287824e-53	10.0	2.6450771225560354e-52	-1.7685530172014037
potF	0.6340508609823446	12.0	0.9994630414401307		0.9554069045863505	7.0	0.9995334312006408	
potG	0.5035795878019046	13.0	0.9044966089235313		1.1835177699954304e-13	17.0	4.213365681175488e-13	-1.580122429277809
potH	0.8437701546782945	6.0	0.9994630414401307		0.4079411620944342	10.0	0.5462589271995912	
potI	0.14311246679724524	11.0	0.38336853665727394	0.4356818773044089	5.274314939744114e-13	9.0	1.8080114974636208e-12	-1.1837417346715389
poxB	0.00019502567946759247	27.0	0.0026900230985054986	0.4648268352349009	5.778473712647959e-09	9.0	1.6133433633415558e-08	-5.358429572113102
ppa	0.7030651021827214	2.0	0.9994630414401307		1.6346209927489481e-10	8.0	4.93491580865621e-10	-4.8233973536527
ppc	0.26164462369644637	32.0	0.5927832951446554	0.3857439359086443	5.814367739432187e-20	21.0	2.7932869442278213e-19	-2.3361663367488648
ppdA	0.7753747702993872	3.0	0.9994630414401307		8.066317092633978e-22	7.0	4.098142942331815e-21	-6.752389400195597
ppdB	0.9686545959039153	8.0	0.9994630414401307		0.881757413372441	6.0	0.9995334312006408	
ppdC	0.06365125093064469	5.0	0.2184967743028199	0.4801885254238296	0.00012292666331817725	4.0	0.0002610302690342695	-0.9536324739774195
ppdD	0.7668871774915038	2.0	0.9994630414401307		0.8977690857105477	3.0	0.9995334312006408	
pphA	0.6389410017864293	9.0	0.9994630414401307		0.8981922736099746	7.0	0.9995334312006408	
pphB	0.21823170665423253	3.0	0.5219329431257468		0.9263127984988281	2.0	0.9995334312006408	
ppiA	0.7755040181509336	2.0	0.9994630414401307		1.0481960007464431e-17	6.0	4.541420622645167e-17	-2.899434215177237
ppiB	0.9055422593148965	3.0	0.9994630414401307		4.252675902667677e-32	4.0	3.146346622215769e-31	-5.076905031430028
ppiC	0.8809390036102313	3.0	0.9994630414401307		0.03945496064438542	4.0	0.06372136530087125	-1.8966527394322443
ppiD	0.8718538843119881	8.0	0.9994630414401307		0.045845713687150964	9.0	0.0734455727738108	-1.1325008719053176
ppk	0.11637833248547476	13.0	0.3298653824915091	0.32794876633636777	0.6167934328824138	23.0	0.7819145848250894	-0.9716287736176317
pppA	0.10160905950147478	6.0	0.2995318423219457	0.41369357325339406	0.9748617184354194	5.0	0.9995334312006408	
ppsA	0.0025337822371334527	31.0	0.020223623868163322	0.43916723358224785	2.3896912594925334e-27	19.0	1.4788541080940554e-26	-0.9280620922676803
ppsR	0.7142240736932155	11.0	0.9994630414401307		0.7680168948816101	4.0	0.9328435106587089	
ppx	0.9399813710280204	11.0	0.9994630414401307		1.1788210814704306e-14	21.0	4.364824004363486e-14	-3.628752569941011
pqiA	0.697070799142224	17.0	0.9994630414401307		0.037415542508593955	8.0	0.060550692621850824	-0.7451720445669632
pqiB	0.5186502645474714	20.0	0.9143143552523852	0.23906465784215528	0.003319884640396041	11.0	0.006081098052694085	-0.5324816115380302
pqqL	2.6625640917086795e-09	24.0	5.77332647218832e-07	0.6496431761253145	6.570562083004935e-08	14.0	1.7299432177454344e-07	-1.0791264862998244
prc	0.0357827144260182	27.0	0.14578281253105327	0.5066136501733626	6.979521202304894e-07	9.0	1.7234081874926876e-06	-1.9296310509055645
preA	0.4095278043658158	16.0	0.7956132505922245	0.37349803583295965	0.20213957529653	10.0	0.2911894607154147	-0.3139891924708357
preT	0.7067937700578422	15.0	0.9994630414401307		0.7197011695587525	8.0	0.8880039585891067	
prfA	0.21042516473027767	3.0	0.5101176508958222		1.8336085029977506e-50	18.0	2.4863230656689636e-49	-5.10941666150537
prfB	0.7331722432120643	3.0	0.9994630414401307		9.143391323763657e-52	25.0	1.3355402106365077e-50	-5.141176367446619
prfC	0.9791766558856897	5.0	0.9994630414401307		5.690901670150654e-24	34.0	3.122921593302285e-23	-1.3686291918336388
priA	0.001517475626756393	33.0	0.013678308016697926	0.49144246912864437	2.5726937567778066e-99	34.0	1.6224305231235278e-97	-2.8428143660525462
priB	0.5135507609400646	2.0	0.9110891943471162		1.634651015672719e-05	2.0	3.673341903431964e-05	-7.482918876365227
priC	0.9648241853493187	5.0	0.9994630414401307		0.5854139222089543	3.0	0.7476211870575941	
prkB	0.9898146059058315	12.0	0.9994630414401307		1.8547732277339928e-14	10.0	6.804260419009375e-14	-0.9170490691547825
prlC	0.5780652527338319	16.0	0.971739145707117		0.17324772721258858	19.0	0.25212938469436424	-1.5751243113017446
prlF	0.7987052711684917	5.0	0.9994630414401307					
prmA	0.42811089870361807	10.0	0.8174739910177208		0.0008469856451711636	9.0	0.0016601252926813186	-0.8375844226692479
prmB	0.9923341528771693	9.0	0.9994630414401307		0.17809496521520707	12.0	0.25870979773309605	-0.9151677873767271
prmC	0.02707107528542009	6.0	0.11952308465949617	0.3458073771704666	1.0205470954685318e-50	9.0	1.4078588924640545e-49	-3.2088073614505794
proA	0.0007345627466344707	15.0	0.007669452540795503	0.40349044435812553	0.6952451981412113	14.0	0.864102391250347	
proB	3.012329769578682e-06	20.0	9.716630653442642e-05	0.40703970386813415	2.4086998554808064e-31	6.0	1.730517997436753e-30	-3.3035544704248214
proC	0.11660669297419489	10.0	0.3300333014345777	0.48667310591657387	0.4800717646928988	3.0	0.6288576067012486	
proK	0.9813820086936865	2.0	0.9994630414401307		0.4944709999671816	2.0	0.6460155484609051	
proM					0.021113601952050504	2.0	0.03533460006549985	-5.000131939333238
proP	4.544420193985082e-06	20.0	0.00012490754941636462	0.7056315668342031	2.902119898345379e-33	17.0	2.292270846148348e-32	-4.034210968057771
proQ	1.748038989626514e-05	15.0	0.00038545741110238897	0.631803355366271				
proS	0.7168053446393247	5.0	0.9994630414401307		5.469547675730438e-29	19.0	3.5918203166408313e-28	-5.029496506182385
proV	0.7171822941677122	14.0	0.9994630414401307		0.21225584810850273	7.0	0.30454766505420056	-1.4776808397015766
proW	0.4198768043415624	12.0	0.8068872587670198	0.35896380333380906	3.5546077836068076e-22	17.0	1.817561997975527e-21	-2.184087962156298
proX	0.004253506391127573	12.0	0.03029459022731919	0.400961755475499	3.477695259891838e-42	7.0	3.684502204680073e-41	-4.670998369277417
proY	0.9842058845417054	17.0	0.9994630414401307		8.798580638940875e-11	7.0	2.691051645766905e-10	-0.9221991653007395
prpB	0.18224249027385706	17.0	0.45771714256040164	0.32973905877002196	0.0015311856800518842	9.0	0.0029331729541206054	-1.1520372383313542
prpC	0.34706057705481247	14.0	0.717466860299223	0.3517055098552639	3.4877004265964774e-28	13.0	2.2385515015941525e-27	-1.877643765830619
prpD	0.007858855574929224	24.0	0.04792673954523244	0.42429434074049044	0.9867274688105189	11.0	0.9995334312006408	
prpE	6.767637784040453e-06	24.0	0.00017727577363160999	0.4221361844672818	0.6785109898829582	21.0	0.8466470360568445	
prpR	0.0015506960282622969	13.0	0.013913486432891368	0.4346730617156186	2.4772282774727173e-67	23.0	5.964865422060065e-66	-1.0699216443687718
prs	0.9948302099404612	3.0	0.9994630414401307		4.6452644001562415e-35	18.0	3.96895386275715e-34	-5.593129957291718
psd	0.7850281321645289	12.0	0.9994630414401307		3.0254045556310088e-58	10.0	5.136723204923931e-57	-2.6838344484277266
psiE	0.3595985703585397	2.0	0.730996468806969					
psiF	0.9921088983657951	3.0	0.9994630414401307		0.6061310226358152	3.0	0.7708574113098892	
pspA	0.0024403094146452317	3.0	0.019638201330639874	0.5281280306706524	0.68454559011287	4.0	0.852570416776938	
pspB	0.03690395938403923	4.0	0.1485430188004261	0.5402925928618525				
pspC					0.1234200839141204	2.0	0.18406456208363378	
pspD	0.7651741921579397	2.0	0.9994630414401307					
pspE	0.9855214010343939	5.0	0.9994630414401307					
pspF	0.6500614586568234	12.0	0.9994630414401307		6.705809269080467e-10	10.0	1.969119011534124e-09	-1.1089680447296304
pspG					0.9641984496054617	2.0	0.9995334312006408	
psrO					7.315893480230781e-21	2.0	3.597282771900606e-20	-5.607267746112506
pssA	0.6752329693384055	7.0	0.9994630414401307		1.8625800030216702e-20	19.0	9.10212835424981e-20	-3.4393701005186776
pstA	0.1470260319373077	5.0	0.39036629551317265	0.534708963856027	3.756940395525824e-30	18.0	2.5958824680737565e-29	-2.10560611796655
pstB	0.0008084990404816682	5.0	0.008196290272727145	0.4578588889642229	4.015481690480836e-11	9.0	1.2512555887278716e-10	-2.8838459319370897
pstC	0.6543674153068202	6.0	0.9994630414401307		2.3100863262820477e-10	19.0	6.916332309207668e-10	-1.8744005627724463
pstS	0.2758492443079818	6.0	0.6145203199395279		9.593888884213475e-43	8.0	1.038597289835971e-41	-2.47032869559317
psuG	0.21999465366908907	11.0	0.5251615494008897	0.2624691765157383	3.377386009118043e-05	14.0	7.446367710447272e-05	-1.3102860304385688
psuK	0.8679732698833444	8.0	0.9994630414401307		0.9356328088787116	8.0	0.9995334312006408	
psuT	0.3476153981149109	13.0	0.718233403304657	0.23610067598085163	0.0009109646937913744	18.0	0.0017776339530614588	-0.6577114239651983
pta	0.0688092487141986	5.0	0.22954059635172405	0.3783651290519205	6.535690156969926e-59	32.0	1.1489511944089167e-57	-2.265702963129115
pth	0.5463754218371702	2.0	0.9406719326998128		6.621783869570867e-40	5.0	6.528125884318872e-39	-2.214156241552763
ptrA	0.7879009647741144	33.0	0.9994630414401307	0.5539191352276517	6.938332141304887e-32	17.0	5.076610238932654e-31	-1.8884977285729845
ptrB	0.4032232576762247	21.0	0.789565672682818	0.46904467408142697	0.99715739716315	25.0	0.9995334312006408	
